ENSG	GeneName	chr	GeneStart	GeneEnd	NCBI	HGNC	partition	omim
ENSG00000185811	IKZF1	7	50304068	50405101	10320	HGNC:13176	6	mmdg
ENSG00000203661	OR2T5	1	248488589	248491113	401993	HGNC:15017	8	
ENSG00000177303	CASKIN2	17	75500261	75515537	57513	HGNC:18200	8	
ENSG00000132698	RAB25	1	156061160	156070504	57111	HGNC:18238	5	
ENSG00000006015	REX1BD	19	18588685	18592337	55049	HGNC:26098	10	
ENSG00000119596	YLPM1	14	74763316	74859435	56252	HGNC:17798	6	
ENSG00000184724	KRTAP6-1	21	30613431	30613930	337966	HGNC:18931	1	
ENSG00000104221	BRF2	8	37843268	37849861	55290	HGNC:17298	3	
ENSG00000124795	DEK	6	18223860	18264548	7913	HGNC:2768	8	non_mdg
ENSG00000169224	GCSAML	1	247507058	247577690	148823	HGNC:29583	1	
ENSG00000099797	TECR	19	14517085	14565980	9524	HGNC:4551	5	mmdg
ENSG00000136297	MMD2	7	4905989	4959213	221938	HGNC:30133	4	
ENSG00000117139	KDM5B	1	202724495	202808487	10765	HGNC:18039	1	mmdg
ENSG00000112697	TMEM30A	6	75252924	75284948	55754	HGNC:16667	2	
ENSG00000144619	CNTN4	3	2098813	3057959	152330	HGNC:2174	10	
ENSG00000172732	MUS81	11	65857126	65867653	80198	HGNC:29814	3	
ENSG00000160339	FCN2	9	134880810	134887523	2220	HGNC:3624	8	
ENSG00000101331	CCM2L	20	32010438	32032180	140706	HGNC:16153	7	
ENSG00000125386	FAM193A	4	2536647	2732573	8603	HGNC:16822	7	
ENSG00000154258	ABCA9	17	68974488	69060949	10350	HGNC:39	5	
ENSG00000118482	PHF3	6	63635802	63779336	23469	HGNC:8921	3	
ENSG00000197530	MIB2	1	1615454	1630605	142678	HGNC:30577	2	
ENSG00000188425	NANOS2	19	45913214	45914778	339345	HGNC:23292	9	
ENSG00000063978	RNF4	4	2462220	2515857	6047	HGNC:10067	6	
ENSG00000187531	SIRT7	17	81911939	81921323	51547	HGNC:14935	8	
ENSG00000169967	MAP3K2	2	127298668	127388465	10746	HGNC:6854	3	
ENSG00000180900	SCRIB	8	143790920	143815773	23513	HGNC:30377	3	
ENSG00000198216	CACNA1E	1	181317690	181813262	777	HGNC:1392	3	mmdg
ENSG00000214941	ZSWIM7	17	15976560	15999717	125150	HGNC:26993	10	mmdg
ENSG00000181961	OR4A16	11	55343201	55344187	81327	HGNC:15153	9	
ENSG00000169126	ODAD2	10	27775186	27999079	55130	HGNC:25583	6	mmdg
ENSG00000240891	PLCXD2	3	111674676	111846447	257068	HGNC:26462	9	
ENSG00000178913	TAF7	5	141259884	141320784	6879	HGNC:11541	4	
ENSG00000240386	LCE1F	1	152775140	152777024	353137	HGNC:29467	6	
ENSG00000099942	CRKL	22	20917407	20953747	1399	HGNC:2363	10	
ENSG00000080572	DNAAF6	X	107206611	107244247	139212	HGNC:28570	3	mmdg
ENSG00000064195	DLX3	17	49990005	49995224	1747	HGNC:2916	3	mmdg
ENSG00000118473	SGIP1	1	66533267	66751139	84251	HGNC:25412	9	
ENSG00000114209	PDCD10	3	167683298	167734939	11235	HGNC:8761	10	mmdg
ENSG00000147231	RADX	X	106611930	106679439	55086	HGNC:25486	10	
ENSG00000142871	CCN1	1	85580761	85584589	3491	HGNC:2654	8	
ENSG00000148834	GSTO1	10	104235356	104267459	9446	HGNC:13312	7	
ENSG00000179284	DAND5	19	12965159	12974760	199699	HGNC:26780	5	
ENSG00000114383	TUSC2	3	50320027	50328251	11334	HGNC:17034	8	
ENSG00000159259	CHAF1B	21	36385392	36419015	8208	HGNC:1911	2	
ENSG00000136827	TOR1A	9	129812942	129824244	1861	HGNC:3098	9	cmdg, mmdg
ENSG00000011083	SLC6A7	5	150190062	150222788	6534	HGNC:11054	9	
ENSG00000198183	BPIFA1	20	33235995	33243311	51297	HGNC:15749	1	
ENSG00000169188	APEX2	X	55000363	55009057	27301	HGNC:17889	6	
ENSG00000179314	WSCD1	17	6057807	6124427	23302	HGNC:29060	5	
ENSG00000124097	HMGB1P1	20	57487959	57495366		HGNC:4993	5	
ENSG00000116212	LRRC42	1	53946077	53968168	115353	HGNC:28792	8	
ENSG00000154582	ELOC	8	73939169	73972307	6921	HGNC:11617	2	
ENSG00000119760	SUPT7L	2	27650809	27663840	9913	HGNC:30632	2	
ENSG00000168038	ULK4	3	41246599	41962130	54986	HGNC:15784	6	
ENSG00000175646	PRM1	16	11280841	11281330	5619	HGNC:9447	1	
ENSG00000006283	CACNA1G	17	50560715	50627474	8913	HGNC:1394	6	mmdg
ENSG00000205002	AARD	8	116938207	116944487	441376	HGNC:33842	7	
ENSG00000151468	CCDC3	10	12896625	13099652	83643	HGNC:23813	3	
ENSG00000184571	PIWIL3	22	24719034	24774720	440822	HGNC:18443	2	
ENSG00000184905	TCEAL2	X	102125679	102140426	140597	HGNC:29818	9	
ENSG00000164841	TMEM74	8	108606850	108787594	157753	HGNC:26409	8	
ENSG00000130055	GDPD2	X	70423031	70433390	54857	HGNC:25974	2	
ENSG00000273274	ZBTB8B	1	32465072	32496686	728116	HGNC:37057	8	
ENSG00000008300	CELSR3	3	48636463	48662886	1951	HGNC:3230	10	
ENSG00000111670	GNPTAB	12	101745499	101830959	79158	HGNC:29670	2	mmdg
ENSG00000101407	TTI1	20	37983007	38033461	9675	HGNC:29029	5	mmdg
ENSG00000150656	CNDP1	18	74534500	74587212	84735	HGNC:20675	6	
ENSG00000163710	PCOLCE2	3	142815922	142889206	26577	HGNC:8739	4	
ENSG00000161960	EIF4A1	17	7572824	7579006	1973	HGNC:3282	3	
ENSG00000117877	POLR1G	19	45406644	45410737	10849	HGNC:24219	2	
ENSG00000182307	C8orf33	8	145052465	145066685	65265	HGNC:26104	2	
ENSG00000158955	WNT9B	17	46833201	46886730	7484	HGNC:12779	9	
ENSG00000140406	TLNRD1	15	81000923	81005788	59274	HGNC:13519	6	
ENSG00000159322	ADPGK	15	72751294	72785846	83440	HGNC:25250	8	
ENSG00000110887	DAO	12	108858932	108901043	1610	HGNC:2671	8	
ENSG00000100373	UPK3A	22	45284949	45295874	7380	HGNC:12580	7	
ENSG00000206530	CFAP44	3	113286930	113441610	55779	HGNC:25631	1	mmdg
ENSG00000134548	SPX	12	21526296	21541249	80763	HGNC:28139	5	
ENSG00000164010	ERMAP	1	42817122	42844991	114625	HGNC:15743	7	cmdg
ENSG00000137876	RSL24D1	15	55180806	55197049	51187	HGNC:18479	4	
ENSG00000089280	FUS	16	31180138	31191605	2521	HGNC:4010	1	mmdg
ENSG00000006659	LGALS14	19	39704481	39709444	56891	HGNC:30054	6	
ENSG00000167552	TUBA1A	12	49184686	49189080	7846	HGNC:20766	8	mmdg
ENSG00000255837	TAS2R20	12	10995961	10998304	259295	HGNC:19109	5	
ENSG00000181789	COPG1	3	129249606	129277773	22820	HGNC:2236	3	mmdg
ENSG00000105397	TYK2	19	10350533	10380608	7297	HGNC:12440	2	mmdg
ENSG00000119013	NDUFB3	2	201071433	201085750	4709	HGNC:7698	9	mmdg
ENSG00000248487	ABHD14A	3	51971426	51981196	25864	HGNC:24538	10	
ENSG00000091409	ITGA6	2	172427354	172506459	3655	HGNC:6142	8	mmdg
ENSG00000205702	CYP2D7	22	42140203	42149500	105377203	HGNC:2624	9	
ENSG00000198429	ZNF69	19	11887782	11914329	7620	HGNC:13138	1	
ENSG00000260286	ARMH2	6	24797335	24798917	101928603	HGNC:49394	2	
ENSG00000137225	CAPN11	6	44158811	44184401	11131	HGNC:1478	7	
ENSG00000114648	KLHL18	3	47282917	47346816	23276	HGNC:29120	9	
ENSG00000120899	PTK2B	8	27311482	27459391	2185	HGNC:9612	9	
ENSG00000162552	WNT4	1	22117313	22143969	54361	HGNC:12783	2	mmdg
ENSG00000081985	IL12RB2	1	67307364	67398724	3595	HGNC:5972	6	
ENSG00000108511	HOXB6	17	48595751	48604992	3216	HGNC:5117	2	
ENSG00000237452	MEIOSIN	19	45733439	45764541	388553	HGNC:44318	2	
ENSG00000117152	RGS4	1	163068775	163076802	5999	HGNC:10000	10	
ENSG00000100207	TCF20	22	42160013	42343616	6942	HGNC:11631	3	mmdg
ENSG00000104205	SGK3	8	66712734	66862022	23678	HGNC:10812	9	
ENSG00000100897	DCAF11	14	24114195	24125242	80344	HGNC:20258	2	
ENSG00000180370	PAK2	3	196739857	196832647	5062	HGNC:8591	5	mmdg
ENSG00000185250	PPIL6	6	109390215	109441171	285755	HGNC:21557	3	
ENSG00000132000	PODNL1	19	13931187	13953392	79883	HGNC:26275	5	
ENSG00000129480	DTD2	14	31446036	31457506	112487	HGNC:20277	1	
ENSG00000089169	RPH3A	12	112570380	112898881	22895	HGNC:17056	9	
ENSG00000163219	ARHGAP25	2	68679601	68826833	9938	HGNC:28951	6	
ENSG00000143032	BARHL2	1	90711539	90717302	343472	HGNC:954	3	
ENSG00000147614	ATP6V0D2	8	85987323	86154225	245972	HGNC:18266	2	
ENSG00000172273	HINFP	11	119121580	119136059	25988	HGNC:17850	7	
ENSG00000157884	CIB4	2	26581205	26641366	130106	HGNC:33703	4	
ENSG00000156113	KCNMA1	10	76869601	77638369	3778	HGNC:6284	6	cmdg, mmdg
ENSG00000165219	GAPVD1	9	125261794	125367207	26130	HGNC:23375	10	
ENSG00000156261	CCT8	21	29055805	29073797	10694	HGNC:1623	4	
ENSG00000115523	GNLY	2	85685175	85698852	10578	HGNC:4414	2	
ENSG00000083814	ZNF671	19	57719751	57727624	79891	HGNC:26279	7	
ENSG00000158161	EYA3	1	27970344	28088637	2140	HGNC:3521	1	
ENSG00000065548	ZC3H15	2	186486253	186509361	55854	HGNC:29528	4	
ENSG00000007062	PROM1	4	15963076	16084378	8842	HGNC:9454	9	mmdg
ENSG00000127074	RGS13	1	192636138	192660311	6003	HGNC:9995	3	
ENSG00000176170	SPHK1	17	76376584	76387860	8877	HGNC:11240	9	
ENSG00000086666	ZFAND6	15	80059568	80138393	54469	HGNC:30164	2	
ENSG00000197385	ZNF860	3	31981750	31991723	344787	HGNC:34513	3	
ENSG00000256394	ASIC5	4	155829729	155866277	51802	HGNC:17537	3	
ENSG00000116183	PAPPA2	1	176463171	176845601	60676	HGNC:14615	9	mmdg
ENSG00000183255	PTTG1IP	21	44849585	44873903	754	HGNC:13524	7	
ENSG00000197157	SND1	7	127652194	128092609	27044	HGNC:30646	5	
ENSG00000197658	SLC22A24	11	63079940	63144221	283238	HGNC:28542	1	
ENSG00000091542	ALKBH5	17	18183078	18209954	54890	HGNC:25996	4	
ENSG00000175548	ALG10B	12	38316762	38329721	144245	HGNC:31088	9	cmdg
ENSG00000104812	GYS1	19	48968130	48993310	2997	HGNC:4706	1	mmdg
ENSG00000120334	CENPL	1	173799550	173824883	91687	HGNC:17879	8	
ENSG00000198431	TXNRD1	12	104215779	104350307	7296	HGNC:12437	2	
ENSG00000243649	CFB	6	31945650	31952086	629	HGNC:1037	1	cmdg, mmdg
ENSG00000142541	RPL13A	19	49487510	49493057	23521	HGNC:10304	4	
ENSG00000005471	ABCB4	7	87401696	87480435	5244	HGNC:45	9	mmdg
ENSG00000116748	AMPD1	1	114673090	114695618	270	HGNC:468	5	mmdg
ENSG00000101439	CST3	20	23626706	23638473	1471	HGNC:2475	1	cmdg, mmdg
ENSG00000204632	HLA-G	6	29826967	29831125	3135	HGNC:4964	2	non_mdg
ENSG00000088367	EPB41L1	20	36091504	36232799	2036	HGNC:3378	9	mmdg
ENSG00000157837	SPPL3	12	120762510	120904358	121665	HGNC:30424	10	
ENSG00000177302	TOP3A	17	18271428	18315007	7156	HGNC:11992	10	mmdg
ENSG00000119801	YPEL5	2	30146941	30160533	51646	HGNC:18329	4	
ENSG00000187912	CLEC17A	19	14583084	14612035	388512	HGNC:34520	1	
ENSG00000164266	SPINK1	5	147824572	147831671	6690	HGNC:11244	8	cmdg, mmdg
ENSG00000099326	MZF1	19	58561931	58573575	7593	HGNC:13108	3	
ENSG00000170374	SP7	12	53326575	53345315	121340	HGNC:17321	10	mmdg
ENSG00000284505	LYNX1-SLURP2	8	142764334	142778224	111188157	HGNC:52291	6	
ENSG00000187595	ZNF385C	17	42025576	42098479	201181	HGNC:33722	10	
ENSG00000135535	CD164	6	109366514	109382467	8763	HGNC:1632	6	mmdg
ENSG00000179151	EDC3	15	74630558	74696292	80153	HGNC:26114	1	mmdg
ENSG00000113407	TARS1	5	33440696	33468091	6897	HGNC:11572	6	mmdg
ENSG00000116991	SIPA1L2	1	232397965	232630571	57568	HGNC:23800	2	
ENSG00000103429	BFAR	16	14632931	14669236	51283	HGNC:17613	3	
ENSG00000114054	PCCB	3	136250340	136337896	5096	HGNC:8654	1	mmdg
ENSG00000136026	CKAP4	12	106237881	106304279	10970	HGNC:16991	10	
ENSG00000100532	CGRRF1	14	54509812	54539292	10668	HGNC:15528	3	
ENSG00000135414	GDF11	12	55743122	55757264	10220	HGNC:4216	6	mmdg
ENSG00000205669	ACOT6	14	73610945	73619888	641372	HGNC:33159	3	
ENSG00000100246	DNAL4	22	38778508	38794198	10126	HGNC:2955	1	mmdg
ENSG00000135597	REPS1	6	138903493	138988261	85021	HGNC:15578	9	mmdg
ENSG00000164690	SHH	7	155799980	155812463	6469	HGNC:10848	9	mmdg
ENSG00000187791	SPATA31F3	9	34889066	34895764	100129969	HGNC:42673	3	
ENSG00000278803	PWWP4	X	153266152	153279145	728317	HGNC:55197	5	
ENSG00000235453	SMIM27	9	32551144	32568621	100129250	HGNC:31420	3	
ENSG00000144893	MED12L	3	151085286	151437072	116931	HGNC:16050	10	mmdg
ENSG00000126814	TRMT5	14	60971441	60981170	57570	HGNC:23141	10	mmdg
ENSG00000142615	CELA2A	1	15456728	15472091	63036	HGNC:24609	6	mmdg
ENSG00000197019	SERTAD1	19	40421589	40425992	29950	HGNC:17932	10	
ENSG00000162373	BEND5	1	48727519	48776969	79656	HGNC:25668	4	
ENSG00000185909	KLHDC8B	3	49171598	49176486	200942	HGNC:28557	9	cmdg
ENSG00000128335	APOL2	22	36226209	36239954	23780	HGNC:619	6	non_mdg
ENSG00000169032	MAP2K1	15	66386837	66491656	5604	HGNC:6840	8	mmdg, non_mdg
ENSG00000134594	RAB33A	X	130171962	130184870	9363	HGNC:9773	2	
ENSG00000175048	ZDHHC14	6	157381133	157678157	79683	HGNC:20341	1	
ENSG00000112238	PRDM13	6	99606774	99615578	59336	HGNC:13998	3	mmdg
ENSG00000175203	DCTN2	12	57529633	57547224	10540	HGNC:2712	7	
ENSG00000144736	SHQ1	3	72749277	72861914	55164	HGNC:25543	3	mmdg
ENSG00000156253	RWDD2B	21	29004384	29019360	10069	HGNC:1302	2	
ENSG00000169744	LDB2	4	16501541	16898678	9079	HGNC:6533	5	
ENSG00000197417	SHPK	17	3608240	3636250	23729	HGNC:1492	10	cmdg
ENSG00000122483	CCDC18	1	93179919	93278730	343099	HGNC:30370	5	
ENSG00000169692	AGPAT2	9	136673143	136687457	10555	HGNC:325	2	mmdg
ENSG00000163877	SNIP1	1	37534449	37554293	79753	HGNC:30587	5	mmdg
ENSG00000134242	PTPN22	1	113813811	113871753	26191	HGNC:9652	3	cmdg
ENSG00000196267	ZNF836	19	52153864	52171643	162962	HGNC:34333	8	
ENSG00000100003	SEC14L2	22	30396941	30425303	23541	HGNC:10699	8	
ENSG00000162551	ALPL	1	21509397	21578410	249	HGNC:438	10	mmdg
ENSG00000180806	HOXC9	12	53994895	54003337	3225	HGNC:5130	5	
ENSG00000177684	DEFB114	6	49960249	49964164	245928	HGNC:18095	7	
ENSG00000154114	TBCEL	11	121024072	121090776	219899	HGNC:28115	2	
ENSG00000178177	LCORL	4	17841187	18021876	254251	HGNC:30776	1	
ENSG00000164877	MICALL2	7	1428465	1459470	79778	HGNC:29672	7	
ENSG00000128487	SPECC1	17	20008865	20319026	92521	HGNC:30615	7	
ENSG00000105447	GRWD1	19	48445841	48457022	83743	HGNC:21270	8	
ENSG00000139116	KIF21A	12	39293228	39443390	55605	HGNC:19349	6	mmdg
ENSG00000111199	TRPV4	12	109783087	109833406	59341	HGNC:18083	6	cmdg, mmdg
ENSG00000070756	PABPC1	8	100685816	100722809	26986	HGNC:8554	3	
ENSG00000164749	HNF4G	8	75407914	75566834	3174	HGNC:5026	6	
ENSG00000073050	XRCC1	19	43543311	43580473	7515	HGNC:12828	2	mmdg
ENSG00000205138	SDHAF1	19	35995188	35996312	644096	HGNC:33867	8	mmdg
ENSG00000165392	WRN	8	31033788	31176138	7486	HGNC:12791	7	mmdg
ENSG00000214274	ANG	14	20684177	20698971	283	HGNC:483	8	mmdg
ENSG00000124205	EDN3	20	59300443	59325992	1908	HGNC:3178	10	cmdg, mmdg
ENSG00000023734	STRAP	12	15882387	15903478	11171	HGNC:30796	10	
ENSG00000001630	CYP51A1	7	92084987	92134803	1595	HGNC:2649	7	
ENSG00000123815	COQ8B	19	40691514	40725784	79934	HGNC:19041	6	mmdg
ENSG00000104343	UBE2W	8	73780097	73878910	55284	HGNC:25616	1	
ENSG00000037757	MRI1	19	13764522	13774282	84245	HGNC:28469	10	
ENSG00000111348	ARHGDIB	12	14942031	14961728	397	HGNC:679	8	
ENSG00000179083	FAM133A	X	93674013	93712274	286499	HGNC:26748	8	
ENSG00000185972	CCIN	9	36169388	36171334	881	HGNC:1568	5	mmdg
ENSG00000105509	HAS1	19	51713112	51723991	3036	HGNC:4818	5	
ENSG00000132341	RAN	12	130872037	130877678	5901	HGNC:9846	7	
ENSG00000160752	FDPS	1	155308748	155320666	2224	HGNC:3631	9	mmdg
ENSG00000143742	SRP9	1	225777813	225790468	6726	HGNC:11304	8	
ENSG00000130349	MTRES1	6	107028199	107051586	51250	HGNC:17971	4	
ENSG00000164045	CDC25A	3	48157146	48188417	993	HGNC:1725	5	
ENSG00000213822	CEACAM18	19	51478539	51491301	729767	HGNC:31949	8	
ENSG00000166979	EVA1C	21	32412006	32515397	59271	HGNC:13239	7	
ENSG00000160201	U2AF1	21	43092956	43107570	7307	HGNC:12453	8	
ENSG00000180448	ARHGAP45	19	1065923	1086628	23526	HGNC:17102	2	
ENSG00000146378	TAAR2	6	132617022	132624275	9287	HGNC:4514	5	
ENSG00000113946	CLDN16	3	190322541	190412138	10686	HGNC:2037	10	mmdg
ENSG00000180543	TSPYL5	8	97273488	97277928	85453	HGNC:29367	6	
ENSG00000040487	SLC66A1	1	19312326	19329300	54896	HGNC:26001	3	
ENSG00000264522	OTUD7B	1	149937812	150010726	56957	HGNC:16683	3	
ENSG00000156284	CLDN8	21	30214006	30216097	9073	HGNC:2050	9	
ENSG00000186838	SELENOV	19	39515139	39520675	348303	HGNC:30399	1	
ENSG00000172840	PDP2	16	66878589	66895754	57546	HGNC:30263	1	
ENSG00000188039	NWD1	19	16719847	16817963	284434	HGNC:27619	4	
ENSG00000146039	SLC17A4	6	25754699	25781199	10050	HGNC:10932	7	
ENSG00000162104	ADCY9	16	3953387	4116442	115	HGNC:240	9	
ENSG00000261667	LY6L	8	143080630	143083486	101928108	HGNC:52284	3	
ENSG00000152910	CNTNAP4	16	76277278	76560757	85445	HGNC:18747	9	
ENSG00000173432	SAA1	11	18266260	18269977	6288	HGNC:10513	9	
ENSG00000137494	ANKRD42	11	83193712	83260694	338699	HGNC:26752	1	
ENSG00000138375	SMARCAL1	2	216412383	216483053	50485	HGNC:11102	1	mmdg
ENSG00000125746	EML2	19	45606994	45645602	24139	HGNC:18035	7	
ENSG00000118518	RNF146	6	127266726	127288567	81847	HGNC:21336	10	
ENSG00000086827	ZW10	11	113733187	113773735	9183	HGNC:13194	7	
ENSG00000067829	IDH3G	X	153785766	153794512	3421	HGNC:5386	5	
ENSG00000182477	OR2B8P	6	28053228	28054165	65944	HGNC:13968	5	
ENSG00000143303	METTL25B	1	156728442	156736960	51093	HGNC:24273	8	
ENSG00000112312	GMNN	6	24774931	24786099	51053	HGNC:17493	8	mmdg
ENSG00000070081	NUCB2	11	17208153	17349980	4925	HGNC:8044	9	
ENSG00000156787	TBC1D31	8	123041968	123152153	93594	HGNC:30888	2	
ENSG00000136696	IL36B	2	113022089	113052867	27177	HGNC:15564	10	
ENSG00000117475	BLZF1	1	169367970	169396540	8548	HGNC:1065	10	
ENSG00000061936	SFSWAP	12	131711081	131799738	6433	HGNC:10790	9	
ENSG00000188620	HMX3	10	123135970	123139423	340784	HGNC:5019	2	
ENSG00000144120	TMEM177	2	119679167	119686507	80775	HGNC:28143	9	
ENSG00000100722	ZC3H14	14	88562970	88627596	79882	HGNC:20509	7	mmdg
ENSG00000160183	TMPRSS3	21	42371887	42396091	64699	HGNC:11877	5	mmdg
ENSG00000228836	CT45A5	X	135775852	135785503	441521	HGNC:33270	3	
ENSG00000134109	EDEM1	3	5187646	5219958	9695	HGNC:18967	6	
ENSG00000012660	ELOVL5	6	53267398	53349179	60481	HGNC:21308	3	mmdg
ENSG00000165066	NKX6-3	8	41645177	41650817	157848	HGNC:26328	9	
ENSG00000196482	ESRRG	1	216503246	217137755	2104	HGNC:3474	8	
ENSG00000103534	TMC5	16	19410496	19499113	79838	HGNC:22999	7	
ENSG00000119638	NEK9	14	75079353	75127344	91754	HGNC:18591	6	mmdg, non_mdg
ENSG00000171928	TVP23B	17	18781111	18806714	51030	HGNC:20399	3	
ENSG00000130270	ATP8B3	19	1782075	1812276	148229	HGNC:13535	1	
ENSG00000168269	FOXI1	5	170105897	170109734	2299	HGNC:3815	8	mmdg
ENSG00000111305	GSG1	12	13083532	13103683	83445	HGNC:19716	8	
ENSG00000197635	DPP4	2	161992245	162074394	1803	HGNC:3009	8	
ENSG00000091137	SLC26A4	7	107660828	107717809	5172	HGNC:8818	7	mmdg
ENSG00000118491	ZC2HC1B	6	143864436	143938343	153918	HGNC:21174	4	
ENSG00000176542	USF3	3	113648385	113696646	205717	HGNC:30494	7	
ENSG00000025800	KPNA6	1	32108056	32176563	23633	HGNC:6399	5	
ENSG00000107829	FBXW4	10	101610664	101695295	6468	HGNC:10847	5	
ENSG00000274588	DGKK	X	50365409	50470825	139189	HGNC:32395	5	
ENSG00000121897	LIAS	4	39459004	39485109	11019	HGNC:16429	4	mmdg
ENSG00000178605	GTPBP6	X	304529	318796	8225	HGNC:30189	8	
ENSG00000114120	SLC25A36	3	140941830	140980995	55186	HGNC:25554	1	mmdg
ENSG00000172794	RAB37	17	74670578	74747335	326624	HGNC:30268	8	
ENSG00000140199	SLC12A6	15	34229784	34338060	9990	HGNC:10914	6	mmdg
ENSG00000158079	PTPDC1	9	94030794	94109856	138639	HGNC:30184	8	
ENSG00000176194	CIDEA	18	12254361	12277595	1149	HGNC:1976	2	
ENSG00000183318	SPDYE4	17	8747524	8758559	388333	HGNC:35463	2	
ENSG00000120733	KDM3B	5	138352685	138437028	51780	HGNC:1337	2	mmdg
ENSG00000179002	TAS1R2	1	18839599	18859660	80834	HGNC:14905	6	
ENSG00000111432	FZD10	12	130162459	130165740	11211	HGNC:4039	3	
ENSG00000132205	EMILIN2	18	2847006	2916003	84034	HGNC:19881	4	
ENSG00000070388	FGF22	19	639879	644373	27006	HGNC:3679	4	
ENSG00000274419	TBC1D3D	17	38003976	38014908	101060389	HGNC:28944	7	
ENSG00000108187	PBLD	10	68282660	68333049	64081	HGNC:23301	6	
ENSG00000170632	ARMC10	7	103074881	103099759	83787	HGNC:21706	7	
ENSG00000184012	TMPRSS2	21	41464300	41531116	7113	HGNC:11876	3	
ENSG00000273513	TBC1D3K	17	37924415	37935371	101060351	HGNC:51245	5	
ENSG00000186451	SPATA12	3	57060664	57075432	353324	HGNC:23221	7	
ENSG00000138101	DTNB	2	25377198	25673647	1838	HGNC:3058	8	
ENSG00000104885	DOT1L	19	2163933	2232578	84444	HGNC:24948	1	
ENSG00000214456	PLIN5	19	4522531	4535224	440503	HGNC:33196	8	
ENSG00000196932	TMEM26	10	61406642	61453381	219623	HGNC:28550	4	
ENSG00000187243	MAGED4B	X	52061827	52069219	81557	HGNC:22880	5	
ENSG00000043462	LCP2	5	170246233	170297815	3937	HGNC:6529	9	mmdg
ENSG00000135637	CCDC142	2	74471986	74483408	84865	HGNC:25889	5	
ENSG00000160145	KALRN	3	124033369	124726325	8997	HGNC:4814	10	
ENSG00000187021	PNLIPRP1	10	116590385	116609175	5407	HGNC:9156	8	
ENSG00000171097	KYAT1	9	128832942	128882494	883	HGNC:1564	1	
ENSG00000119446	RBM18	9	122237622	122264840	92400	HGNC:28413	2	
ENSG00000111913	RIPOR2	6	24804282	25042170	9750	HGNC:13872	9	mmdg
ENSG00000111328	CDK2AP1	12	123250112	123272334	8099	HGNC:14002	2	
ENSG00000181291	TMEM132E	17	34579487	34639318	124842	HGNC:26991	6	mmdg
ENSG00000065883	CDK13	7	39950121	40099580	8621	HGNC:1733	5	mmdg
ENSG00000180929	GPR62	3	51955381	51957499	118442	HGNC:13301	7	
ENSG00000148053	NTRK2	9	84668375	85095751	4915	HGNC:8032	5	mmdg
ENSG00000124702	KLHDC3	6	43014103	43021298	116138	HGNC:20704	4	
ENSG00000171443	ZNF524	19	55600022	55603138	147807	HGNC:28322	8	
ENSG00000088986	DYNLL1	12	120469850	120498493	8655	HGNC:15476	4	
ENSG00000054796	SPO11	20	57329803	57343994	23626	HGNC:11250	2	
ENSG00000137766	UNC13C	15	53978201	54628707	440279	HGNC:23149	3	
ENSG00000198796	ALPK2	18	58481247	58629091	115701	HGNC:20565	10	
ENSG00000171155	C1GALT1C1	X	120625674	120630054	29071	HGNC:24338	3	mmdg, non_mdg
ENSG00000157216	SSBP3	1	54225432	54413479	23648	HGNC:15674	5	
ENSG00000113569	NUP155	5	37288137	37371106	9631	HGNC:8063	6	mmdg
ENSG00000087903	RFX2	19	5993164	6199572	5990	HGNC:9983	4	
ENSG00000145839	IL9	5	135892246	135895841	3578	HGNC:6029	6	
ENSG00000257046	SLCO1B3-SLCO1B7	12	20815674	21090245	115072896	HGNC:54403	1	
ENSG00000259330	INAFM2	15	40323692	40326715	100505573	HGNC:35165	3	
ENSG00000178201	VN1R1	19	57454790	57457140	57191	HGNC:13548	3	
ENSG00000143412	ANXA9	1	150982249	150995634	8416	HGNC:547	1	
ENSG00000066427	ATXN3	14	92044496	92106621	4287	HGNC:7106	5	cmdg, mmdg
ENSG00000105705	SUGP1	19	19276018	19320509	57794	HGNC:18643	6	
ENSG00000197930	ERO1A	14	52639915	52695900	30001	HGNC:13280	6	
ENSG00000204227	RING1	6	33208500	33212722	6015	HGNC:10018	9	
ENSG00000124225	PMEPA1	20	57648392	57711536	56937	HGNC:14107	8	
ENSG00000174453	VWC2L	2	214411054	214578976	402117	HGNC:37203	7	
ENSG00000101292	PROKR2	20	5299218	5316954	128674	HGNC:15836	1	mmdg
ENSG00000184954	OR6C70	12	55469200	55470138	390327	HGNC:31299	4	
ENSG00000090889	KIF4A	X	70290104	70420886	24137	HGNC:13339	1	mmdg
ENSG00000204178	MACO1	1	25430858	25500209	55219	HGNC:25572	4	
ENSG00000205339	IPO7	11	9384652	9448127	10527	HGNC:9852	9	
ENSG00000189362	NEMP2	2	190504338	190534722	100131211	HGNC:33700	10	
ENSG00000154162	CDH12	5	21750673	22853344	1010	HGNC:1751	7	
ENSG00000168807	SNTB2	16	69187147	69309052	6645	HGNC:11169	4	
ENSG00000167395	ZNF646	16	31074422	31084196	9726	HGNC:29004	7	
ENSG00000167178	ISLR2	15	74100311	74138540	57611	HGNC:29286	8	
ENSG00000167522	ANKRD11	16	89267630	89490561	29123	HGNC:21316	10	mmdg
ENSG00000138615	CILP	15	65194760	65211473	8483	HGNC:1980	3	cmdg
ENSG00000087884	AAMDC	11	77821109	77918432	28971	HGNC:30205	8	
ENSG00000241794	SPRR2A	1	153056120	153057512	6700	HGNC:11261	2	
